Flight_ID,Flight_Number,Origin_Airport,Destination_Airport,Aircraft_ID,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Flight_Status,Distance_KM,Delay_Minutes
FL-000165,SV-473,JED,JFK,AC-007,2025-01-01 09:13:00,2025-01-01 09:23:00,2025-01-01 13:08:00,2025-01-01 13:18:00,On-Time,2821,10
FL-000166,SV-771,LHR,JED,AC-001,2024-02-22 18:59:00,2024-02-22 19:02:00,2024-02-23 00:23:00,2024-02-23 00:26:00,On-Time,3890,3
FL-000167,SV-707,DMM,CDG,AC-021,2025-07-04 03:15:00,2025-07-04 03:18:00,2025-07-04 10:21:00,2025-07-04 10:24:00,On-Time,5115,3
FL-000168,SV-571,JED,IST,AC-038,2024-08-18 19:02:00,2024-08-18 20:26:00,2024-08-19 01:35:00,2024-08-19 02:59:00,Delayed,4717,84
FL-000169,SV-332,JFK,IST,AC-015,2025-09-13 20:04:00,2025-09-13 20:19:00,2025-09-14 03:23:00,2025-09-14 03:38:00,Delayed,5276,15
FL-000170,SV-791,CDG,LHR,AC-015,2024-06-09 05:12:00,2024-06-09 08:02:00,2024-06-09 09:59:00,2024-06-09 12:49:00,Delayed,3454,170
FL-000171,SV-212,DMM,DXB,AC-046,2024-04-09 18:01:00,2024-04-09 18:01:00,2024-04-10 01:55:00,2024-04-10 01:47:00,On-Time,5691,0
FL-000172,SV-929,RUH,JFK,AC-035,2024-03-27 03:10:00,2024-03-27 03:17:00,2024-03-27 09:09:00,2024-03-27 09:16:00,On-Time,4317,7
FL-000173,SV-596,LHR,IST,AC-005,2024-06-06 01:54:00,2024-06-06 01:54:00,2024-06-06 03:45:00,2024-06-06 03:38:00,On-Time,1343,0
FL-000174,SV-541,JFK,DMM,AC-032,2025-05-23 18:41:00,2025-05-23 19:31:00,2025-05-23 21:51:00,2025-05-23 22:41:00,Delayed,2289,50
FL-000175,SV-663,RUH,JFK,AC-027,2025-08-19 17:28:00,2025-08-19 17:58:00,2025-08-20 01:20:00,2025-08-20 01:50:00,Delayed,5672,30
FL-000176,SV-367,LHR,RUH,AC-030,2024-03-15 01:53:00,2024-03-15 02:07:00,2024-03-15 08:31:00,2024-03-15 08:45:00,On-Time,4777,14
FL-000177,SV-609,DXB,CDG,AC-007,2024-06-09 15:42:00,2024-06-09 15:45:00,2024-06-09 17:05:00,2024-06-09 17:08:00,On-Time,1000,3
FL-000178,SV-906,LHR,IST,AC-004,2025-02-14 19:49:00,2025-02-14 19:49:00,2025-02-14 20:26:00,2025-02-14 20:17:00,On-Time,452,0
FL-000179,SV-485,JFK,CDG,AC-048,2024-05-15 18:42:00,2024-05-15 18:44:00,2024-05-15 22:36:00,2024-05-15 22:38:00,On-Time,2810,2
FL-000180,SV-486,DXB,LHR,AC-012,2024-08-10 01:30:00,2024-08-10 02:02:00,2024-08-10 08:56:00,2024-08-10 09:28:00,Delayed,5352,32
FL-000181,SV-212,LHR,RUH,AC-012,2025-12-20 17:51:00,2025-12-20 19:08:00,2025-12-20 18:25:00,2025-12-20 19:42:00,Delayed,419,77
FL-000182,SV-712,LHR,IST,AC-003,2025-04-12 20:46:00,2025-04-12 21:05:00,2025-04-13 02:30:00,2025-04-13 02:49:00,Delayed,4131,19
FL-000183,SV-724,IST,DMM,AC-014,2025-03-05 01:27:00,2025-03-05 01:31:00,2025-03-05 10:20:00,2025-03-05 10:24:00,On-Time,6404,4
FL-000184,SV-180,CDG,JFK,AC-018,2025-09-18 10:39:00,2025-09-18 12:13:00,2025-09-18 15:11:00,2025-09-18 16:45:00,Delayed,3266,94
FL-000185,SV-798,LHR,CDG,AC-029,2025-06-23 03:30:00,2025-06-23 03:43:00,2025-06-23 11:35:00,2025-06-23 11:48:00,On-Time,5829,13
FL-000186,SV-212,DMM,CDG,AC-001,2025-08-19 04:19:00,2025-08-19 04:29:00,2025-08-19 11:22:00,2025-08-19 11:32:00,On-Time,5083,10
FL-000187,SV-101,JED,RUH,AC-045,2025-05-03 13:46:00,2025-05-03 13:46:00,2025-05-03 15:25:00,2025-05-03 15:16:00,On-Time,1195,0
FL-000188,SV-741,DXB,IST,AC-039,2025-10-30 04:36:00,2025-10-30 04:46:00,2025-10-30 08:03:00,2025-10-30 08:13:00,On-Time,2492,10
FL-000189,SV-319,JFK,RUH,AC-003,2025-02-21 12:06:00,2025-02-21 13:06:00,2025-02-21 14:21:00,2025-02-21 15:21:00,Delayed,1626,60
FL-000190,SV-665,DMM,IST,AC-013,2025-04-26 04:10:00,2025-04-26 04:22:00,2025-04-26 11:25:00,2025-04-26 11:37:00,On-Time,5221,12
FL-000191,SV-954,JFK,JED,AC-013,2024-05-06 00:53:00,2024-05-06 00:53:00,2024-05-06 10:11:00,2024-05-06 10:06:00,On-Time,6700,0
FL-000192,SV-835,DMM,DXB,AC-006,2024-09-02 04:24:00,2024-09-02 04:30:00,2024-09-02 08:34:00,2024-09-02 08:40:00,On-Time,3000,6
FL-000193,SV-324,CDG,IST,AC-038,2025-11-25 00:31:00,2025-11-25 00:31:00,2025-11-25 04:16:00,2025-11-25 04:07:00,On-Time,2704,0
FL-000194,SV-484,LHR,JFK,AC-029,2025-02-01 04:08:00,2025-02-01 04:12:00,2025-02-01 12:57:00,2025-02-01 13:01:00,On-Time,6350,4
FL-000195,SV-502,CDG,JFK,AC-022,2025-11-21 14:19:00,2025-11-21 14:38:00,2025-11-21 18:59:00,2025-11-21 19:18:00,Delayed,3360,19
FL-000196,SV-737,IST,DXB,AC-026,2024-09-18 14:17:00,2024-09-18 14:31:00,2024-09-18 14:50:00,2024-09-18 15:04:00,On-Time,404,14
FL-000197,SV-229,DXB,JFK,AC-045,2024-09-28 01:08:00,2024-09-28 01:19:00,2024-09-28 05:12:00,2024-09-28 05:23:00,On-Time,2932,11
FL-000198,SV-152,LHR,CDG,AC-031,2025-03-05 04:55:00,2025-03-05 04:55:00,2025-03-05 08:24:00,2025-03-05 08:21:00,On-Time,2515,0
FL-000199,SV-783,IST,DXB,AC-039,2024-11-01 07:01:00,2024-11-01 08:07:00,2024-11-01 08:21:00,2024-11-01 09:27:00,Delayed,966,66
FL-000200,SV-829,IST,CDG,AC-047,2025-10-25 13:20:00,2025-10-25 14:06:00,2025-10-25 20:20:00,2025-10-25 21:06:00,Delayed,5043,46
FL-000201,SV-771,IST,DMM,AC-030,2025-05-13 00:08:00,2025-05-13 00:08:00,2025-05-13 02:09:00,2025-05-13 02:02:00,On-Time,1456,0
FL-000202,SV-809,DXB,RUH,AC-037,2025-04-11 03:50:00,2025-04-11 03:50:00,2025-04-11 12:32:00,2025-04-11 12:25:00,On-Time,6264,0
FL-000203,SV-515,DXB,CDG,AC-023,2024-08-04 21:27:00,2024-08-04 21:33:00,2024-08-05 01:09:00,2024-08-05 01:15:00,On-Time,2667,6
FL-000204,SV-346,DXB,JFK,AC-012,2025-12-23 16:25:00,2025-12-23 16:48:00,2025-12-23 17:03:00,2025-12-23 17:26:00,Delayed,462,23
FL-000205,SV-935,CDG,DXB,AC-038,2024-08-22 09:51:00,2024-08-22 11:10:00,2024-08-22 15:34:00,2024-08-22 16:53:00,Delayed,4120,79
FL-000206,SV-538,DMM,CDG,AC-043,2025-04-02 01:11:00,2025-04-02 01:13:00,2025-04-02 09:59:00,2025-04-02 10:01:00,On-Time,6340,2
FL-000207,SV-302,IST,RUH,AC-003,2024-08-01 13:00:00,2024-08-01 14:29:00,2024-08-01 19:22:00,2024-08-01 20:51:00,Delayed,4592,89
FL-000208,SV-283,LHR,CDG,AC-045,2025-08-07 06:50:00,2025-08-07 07:02:00,2025-08-07 09:36:00,2025-08-07 09:48:00,On-Time,1998,12
FL-000209,SV-222,CDG,RUH,AC-038,2025-07-28 10:04:00,2025-07-28 10:04:00,2025-07-28 17:54:00,2025-07-28 17:53:00,On-Time,5646,0
FL-000210,SV-500,IST,JFK,AC-034,2025-03-09 02:08:00,2025-03-09 02:14:00,2025-03-09 04:33:00,2025-03-09 04:39:00,On-Time,1742,6
FL-000211,SV-866,DXB,JED,AC-034,2025-11-22 05:58:00,2025-11-22 06:09:00,2025-11-22 11:05:00,2025-11-22 11:16:00,On-Time,3694,11
FL-000212,SV-393,JED,DXB,AC-022,2024-08-14 12:06:00,2024-08-14 12:20:00,2024-08-14 14:58:00,2024-08-14 15:12:00,On-Time,2071,14
FL-000213,SV-379,IST,DMM,AC-018,2024-10-12 03:06:00,2024-10-12 03:40:00,2024-10-12 06:06:00,2024-10-12 06:40:00,Delayed,2163,34
FL-000214,SV-936,JFK,LHR,AC-002,2025-12-18 19:25:00,2025-12-18 19:29:00,2025-12-18 20:56:00,2025-12-18 21:00:00,On-Time,1097,4
FL-000215,SV-983,DXB,IST,AC-028,2024-07-13 17:35:00,2024-07-13 17:56:00,2024-07-14 03:15:00,2024-07-14 03:36:00,Delayed,6962,21
FL-000216,SV-709,LHR,IST,AC-017,2025-04-05 11:42:00,2025-04-05 11:42:00,2025-04-05 15:22:00,2025-04-05 15:14:00,On-Time,2641,0
FL-000217,SV-297,DXB,LHR,AC-023,2025-08-12 18:06:00,2025-08-12 18:06:00,2025-08-13 01:18:00,2025-08-13 01:11:00,On-Time,5191,0
FL-000218,SV-610,DXB,DMM,AC-040,2024-05-24 11:14:00,2024-05-24 11:22:00,2024-05-24 17:47:00,2024-05-24 17:55:00,On-Time,4725,8
FL-000219,SV-851,RUH,DXB,AC-036,2024-07-13 21:48:00,,2024-07-13 22:44:00,,Cancelled,672,0
FL-000220,SV-243,DMM,DXB,AC-003,2025-07-22 14:56:00,2025-07-22 14:56:00,2025-07-22 17:29:00,2025-07-22 17:29:00,On-Time,1847,0
FL-000221,SV-708,IST,JFK,AC-038,2025-09-30 04:25:00,2025-09-30 04:28:00,2025-09-30 10:00:00,2025-09-30 10:03:00,On-Time,4023,3
FL-000222,SV-300,DXB,CDG,AC-002,2024-07-18 16:37:00,2024-07-18 16:39:00,2024-07-19 00:01:00,2024-07-19 00:03:00,On-Time,5336,2
FL-000223,SV-223,DMM,JED,AC-004,2025-09-19 23:37:00,,2025-09-20 09:10:00,,Cancelled,6882,0
FL-000224,SV-286,IST,CDG,AC-036,2024-03-05 07:27:00,2024-03-05 07:27:00,2024-03-05 14:44:00,2024-03-05 14:34:00,On-Time,5248,0
FL-000225,SV-425,DXB,LHR,AC-047,2025-06-24 21:12:00,2025-06-24 21:13:00,2025-06-25 05:41:00,2025-06-25 05:42:00,On-Time,6109,1
FL-000226,SV-563,LHR,JED,AC-038,2024-01-25 23:28:00,2024-01-25 23:28:00,2024-01-26 01:57:00,2024-01-26 01:48:00,On-Time,1791,0
FL-000227,SV-448,CDG,IST,AC-040,2024-03-07 07:35:00,2024-03-07 08:31:00,2024-03-07 17:00:00,2024-03-07 17:56:00,Delayed,6785,56
FL-000228,SV-870,CDG,IST,AC-035,2025-10-17 07:48:00,2025-10-17 07:48:00,2025-10-17 11:10:00,2025-10-17 11:09:00,On-Time,2435,0
FL-000229,SV-759,IST,CDG,AC-018,2024-06-24 18:36:00,2024-06-24 18:39:00,2024-06-25 02:48:00,2024-06-25 02:51:00,On-Time,5908,3
FL-000230,SV-863,IST,RUH,AC-016,2025-10-23 02:33:00,2025-10-23 02:33:00,2025-10-23 07:49:00,2025-10-23 07:41:00,On-Time,3798,0
FL-000231,SV-502,DMM,CDG,AC-016,2025-04-28 12:17:00,2025-04-28 12:25:00,2025-04-28 20:26:00,2025-04-28 20:34:00,On-Time,5872,8
FL-000232,SV-445,RUH,IST,AC-042,2025-05-31 16:39:00,2025-05-31 16:39:00,2025-05-31 20:02:00,2025-05-31 20:01:00,On-Time,2437,0
FL-000233,SV-610,DMM,IST,AC-036,2025-04-05 02:03:00,2025-04-05 02:19:00,2025-04-05 10:31:00,2025-04-05 10:47:00,Delayed,6097,16
FL-000234,SV-246,RUH,DMM,AC-018,2025-06-15 21:23:00,2025-06-15 21:25:00,2025-06-16 03:09:00,2025-06-16 03:11:00,On-Time,4158,2
FL-000235,SV-247,DMM,LHR,AC-003,2024-06-24 02:32:00,2024-06-24 03:41:00,2024-06-24 04:10:00,2024-06-24 05:19:00,Delayed,1180,69
FL-000236,SV-963,DMM,JED,AC-007,2025-09-17 07:44:00,2025-09-17 07:45:00,2025-09-17 13:25:00,2025-09-17 13:26:00,On-Time,4100,1
FL-000237,SV-810,RUH,DXB,AC-024,2025-06-09 19:29:00,2025-06-09 19:32:00,2025-06-09 22:28:00,2025-06-09 22:31:00,On-Time,2155,3
FL-000238,SV-919,JFK,DXB,AC-029,2024-05-11 18:07:00,2024-05-11 20:22:00,2024-05-12 00:09:00,2024-05-12 02:24:00,Delayed,4351,135
FL-000239,SV-588,DXB,JED,AC-043,2025-02-18 23:01:00,2025-02-18 23:01:00,2025-02-19 05:02:00,2025-02-19 04:56:00,On-Time,4338,0
FL-000240,SV-739,JED,IST,AC-041,2024-07-23 22:38:00,2024-07-23 22:47:00,2024-07-24 01:38:00,2024-07-24 01:47:00,On-Time,2164,9
FL-000241,SV-650,DXB,JFK,AC-031,2025-04-20 16:29:00,2025-04-20 18:16:00,2025-04-20 22:06:00,2025-04-20 23:53:00,Delayed,4054,107
FL-000242,SV-437,CDG,JFK,AC-008,2025-02-09 01:22:00,2025-02-09 02:48:00,2025-02-09 03:09:00,2025-02-09 04:35:00,Delayed,1286,86
FL-000243,SV-971,RUH,JED,AC-008,2025-02-20 15:43:00,2025-02-20 16:21:00,2025-02-20 21:48:00,2025-02-20 22:26:00,Delayed,4382,38
FL-000244,SV-740,JED,DMM,AC-002,2024-09-22 20:35:00,2024-09-22 21:19:00,2024-09-22 23:17:00,2024-09-23 00:01:00,Delayed,1952,44
FL-000245,SV-878,CDG,JED,AC-019,2025-06-17 20:21:00,2025-06-17 20:21:00,2025-06-17 23:09:00,2025-06-17 23:09:00,On-Time,2021,0
FL-000246,SV-572,DXB,IST,AC-009,2024-10-15 20:36:00,2024-10-15 20:50:00,2024-10-15 23:29:00,2024-10-15 23:43:00,On-Time,2082,14
FL-000247,SV-250,DXB,IST,AC-028,2024-06-19 17:03:00,2024-06-19 17:03:00,2024-06-19 21:55:00,2024-06-19 21:46:00,On-Time,3504,0
FL-000248,SV-514,DMM,JFK,AC-004,2025-04-28 17:33:00,2025-04-28 17:33:00,2025-04-28 23:27:00,2025-04-28 23:26:00,On-Time,4256,0
FL-000249,SV-397,JFK,LHR,AC-003,2025-07-25 07:37:00,2025-07-25 07:37:00,2025-07-25 16:15:00,2025-07-25 16:13:00,On-Time,6222,0
FL-000250,SV-710,RUH,CDG,AC-011,2024-12-07 04:39:00,2024-12-07 04:39:00,2024-12-07 05:56:00,2024-12-07 05:47:00,On-Time,931,0
FL-000251,SV-362,JFK,LHR,AC-013,2025-01-27 22:50:00,2025-01-27 23:15:00,2025-01-28 02:40:00,2025-01-28 03:05:00,Delayed,2762,25
FL-000252,SV-863,RUH,LHR,AC-038,2024-05-27 18:40:00,2024-05-27 18:46:00,2024-05-28 00:45:00,2024-05-28 00:51:00,On-Time,4381,6
FL-000253,SV-243,DXB,DMM,AC-019,2025-08-02 03:07:00,2025-08-02 03:40:00,2025-08-02 05:07:00,2025-08-02 05:40:00,Delayed,1440,33
FL-000254,SV-445,IST,RUH,AC-011,2025-03-08 11:42:00,2025-03-08 11:42:00,2025-03-08 16:55:00,2025-03-08 16:49:00,On-Time,3766,0
FL-000255,SV-723,LHR,JED,AC-042,2024-02-08 23:15:00,2024-02-08 23:27:00,2024-02-09 06:06:00,2024-02-09 06:18:00,On-Time,4940,12
FL-000256,SV-671,RUH,DMM,AC-005,2025-05-03 21:24:00,2025-05-03 21:33:00,2025-05-04 00:35:00,2025-05-04 00:44:00,On-Time,2294,9
FL-000257,SV-980,IST,LHR,AC-035,2024-07-24 08:15:00,2024-07-24 08:27:00,2024-07-24 12:05:00,2024-07-24 12:17:00,On-Time,2765,12
FL-000258,SV-101,JED,JFK,AC-007,2025-07-04 04:40:00,2025-07-04 04:40:00,2025-07-04 10:31:00,2025-07-04 10:30:00,On-Time,4214,0
FL-000259,SV-996,LHR,DMM,AC-009,2025-05-24 04:51:00,,2025-05-24 06:41:00,,Cancelled,1327,0
FL-000260,SV-403,DMM,JFK,AC-038,2024-07-31 04:34:00,2024-07-31 04:34:00,2024-07-31 11:31:00,2024-07-31 11:21:00,On-Time,5004,0
FL-000261,SV-353,IST,DXB,AC-024,2025-09-15 12:15:00,2025-09-15 12:23:00,2025-09-15 15:26:00,2025-09-15 15:34:00,On-Time,2303,8
FL-000262,SV-751,DXB,DMM,AC-045,2025-05-22 17:17:00,2025-05-22 17:25:00,2025-05-22 18:18:00,2025-05-22 18:26:00,On-Time,743,8
FL-000263,SV-552,CDG,RUH,AC-002,2024-04-29 03:47:00,2024-04-29 04:00:00,2024-04-29 04:21:00,2024-04-29 04:34:00,On-Time,410,13
FL-000264,SV-136,RUH,JED,AC-037,2025-04-16 09:01:00,2025-04-16 09:47:00,2025-04-16 14:13:00,2025-04-16 14:59:00,Delayed,3744,46
FL-000265,SV-259,IST,CDG,AC-004,2025-09-01 08:27:00,2025-09-01 08:27:00,2025-09-01 17:34:00,2025-09-01 17:32:00,On-Time,6575,0
FL-000266,SV-108,DXB,IST,AC-036,2025-08-28 04:59:00,2025-08-28 05:02:00,2025-08-28 13:55:00,2025-08-28 13:58:00,On-Time,6434,3
FL-000267,SV-332,IST,DXB,AC-026,2025-05-09 23:13:00,2025-05-09 23:24:00,2025-05-10 03:31:00,2025-05-10 03:42:00,On-Time,3098,11
FL-000268,SV-198,JED,RUH,AC-041,2025-04-14 12:24:00,2025-04-14 12:31:00,2025-04-14 14:49:00,2025-04-14 14:56:00,On-Time,1740,7
FL-000269,SV-758,CDG,JED,AC-027,2025-05-07 05:10:00,2025-05-07 05:10:00,2025-05-07 13:40:00,2025-05-07 13:39:00,On-Time,6126,0
FL-000270,SV-915,DMM,JED,AC-036,2025-10-24 20:21:00,2025-10-24 20:23:00,2025-10-25 04:49:00,2025-10-25 04:51:00,On-Time,6106,2
FL-000271,SV-307,JED,DXB,AC-006,2024-06-15 21:14:00,2024-06-15 21:14:00,2024-06-16 03:32:00,2024-06-16 03:24:00,On-Time,4545,0
FL-000272,SV-230,DMM,CDG,AC-036,2024-07-07 19:47:00,2024-07-07 21:01:00,2024-07-08 03:08:00,2024-07-08 04:22:00,Delayed,5297,74
FL-000273,SV-503,DXB,RUH,AC-006,2024-12-29 15:55:00,2024-12-29 15:55:00,2024-12-29 22:39:00,2024-12-29 22:34:00,On-Time,4856,0
FL-000274,SV-251,RUH,CDG,AC-026,2024-11-24 11:45:00,2024-11-24 12:33:00,2024-11-24 16:16:00,2024-11-24 17:04:00,Delayed,3254,48
FL-000275,SV-153,IST,DXB,AC-046,2024-01-29 13:19:00,2024-01-29 13:21:00,2024-01-29 15:19:00,2024-01-29 15:21:00,On-Time,1451,2
FL-000276,SV-219,CDG,IST,AC-042,2024-02-26 07:16:00,2024-02-26 08:51:00,2024-02-26 16:54:00,2024-02-26 18:29:00,Delayed,6938,95
FL-000277,SV-772,CDG,DMM,AC-011,2024-03-20 03:02:00,2024-03-20 03:02:00,2024-03-20 04:19:00,2024-03-20 04:12:00,On-Time,931,0
FL-000278,SV-727,CDG,RUH,AC-024,2025-01-25 18:15:00,,2025-01-25 22:08:00,,Cancelled,2801,0
FL-000279,SV-686,JFK,RUH,AC-029,2024-10-07 06:58:00,2024-10-07 07:10:00,2024-10-07 12:08:00,2024-10-07 12:20:00,On-Time,3729,12
FL-000280,SV-724,IST,JFK,AC-047,2024-04-15 11:00:00,2024-04-15 11:23:00,2024-04-15 17:03:00,2024-04-15 17:26:00,Delayed,4361,23
FL-000281,SV-519,DMM,DXB,AC-028,2025-01-17 03:05:00,2025-01-17 03:05:00,2025-01-17 12:21:00,2025-01-17 12:21:00,On-Time,6679,0
FL-000282,SV-521,CDG,JED,AC-014,2025-03-19 00:58:00,,2025-03-19 08:11:00,,Cancelled,5199,0
FL-000283,SV-203,DXB,CDG,AC-026,2024-10-13 17:59:00,2024-10-13 18:07:00,2024-10-14 02:51:00,2024-10-14 02:59:00,On-Time,6387,8
FL-000284,SV-951,JFK,JED,AC-010,2024-03-02 21:07:00,2024-03-02 21:14:00,2024-03-03 05:41:00,2024-03-03 05:48:00,On-Time,6169,7
FL-000285,SV-353,CDG,IST,AC-005,2025-02-15 16:16:00,2025-02-15 16:27:00,2025-02-16 00:11:00,2025-02-16 00:22:00,On-Time,5702,11
FL-000286,SV-326,DMM,JFK,AC-042,2024-02-20 22:03:00,2024-02-20 22:21:00,2024-02-21 01:02:00,2024-02-21 01:20:00,Delayed,2157,18
FL-000287,SV-211,JFK,IST,AC-042,2025-02-18 04:38:00,2025-02-18 07:21:00,2025-02-18 13:53:00,2025-02-18 16:36:00,Delayed,6661,163
FL-000288,SV-609,RUH,JFK,AC-007,2025-02-03 21:06:00,2025-02-03 21:13:00,2025-02-03 21:41:00,2025-02-03 21:48:00,On-Time,423,7
FL-000289,SV-572,JED,DXB,AC-028,2025-01-02 21:33:00,2025-01-02 21:33:00,2025-01-03 03:54:00,2025-01-03 03:54:00,On-Time,4583,0
FL-000290,SV-198,IST,JED,AC-032,2024-11-05 04:59:00,2024-11-05 05:13:00,2024-11-05 13:44:00,2024-11-05 13:58:00,On-Time,6300,14
FL-000291,SV-252,RUH,LHR,AC-039,2025-09-27 10:47:00,2025-09-27 11:01:00,2025-09-27 13:58:00,2025-09-27 14:12:00,On-Time,2299,14
FL-000292,SV-960,DMM,DXB,AC-028,2024-04-22 22:03:00,2024-04-22 22:23:00,2024-04-23 00:19:00,2024-04-23 00:39:00,Delayed,1632,20
FL-000293,SV-995,CDG,LHR,AC-025,2025-02-28 01:41:00,2025-02-28 02:26:00,2025-02-28 07:48:00,2025-02-28 08:33:00,Delayed,4404,45
FL-000294,SV-977,LHR,RUH,AC-028,2025-01-18 19:12:00,2025-01-18 19:15:00,2025-01-18 23:48:00,2025-01-18 23:51:00,On-Time,3314,3
FL-000295,SV-437,JED,LHR,AC-021,2024-10-01 04:18:00,2024-10-01 04:30:00,2024-10-01 10:07:00,2024-10-01 10:19:00,On-Time,4194,12
FL-000296,SV-805,CDG,IST,AC-030,2024-03-09 13:28:00,2024-03-09 13:33:00,2024-03-09 15:22:00,2024-03-09 15:27:00,On-Time,1378,5
FL-000297,SV-921,JFK,CDG,AC-050,2024-02-16 04:25:00,2024-02-16 04:25:00,2024-02-16 13:50:00,2024-02-16 13:40:00,On-Time,6785,0
FL-000298,SV-262,JED,LHR,AC-035,2025-03-05 13:53:00,2025-03-05 13:53:00,2025-03-05 22:23:00,2025-03-05 22:21:00,On-Time,6123,0
FL-000299,SV-819,JED,DXB,AC-045,2024-12-11 15:05:00,2024-12-11 15:05:00,2024-12-11 19:02:00,2024-12-11 19:01:00,On-Time,2849,0
FL-000300,SV-780,CDG,LHR,AC-038,2024-05-23 21:56:00,2024-05-23 21:56:00,2024-05-24 02:38:00,2024-05-24 02:36:00,On-Time,3384,0
FL-000301,SV-260,RUH,LHR,AC-043,2025-10-12 00:33:00,2025-10-12 00:33:00,2025-10-12 04:38:00,2025-10-12 04:34:00,On-Time,2949,0
FL-000302,SV-679,DMM,RUH,AC-022,2024-03-13 12:48:00,2024-03-13 12:48:00,2024-03-13 19:06:00,2024-03-13 18:59:00,On-Time,4547,0
FL-000303,SV-900,DXB,JED,AC-042,2024-05-07 14:44:00,2024-05-07 14:58:00,2024-05-07 20:47:00,2024-05-07 21:01:00,On-Time,4357,14
FL-000304,SV-497,DXB,JFK,AC-016,2025-06-14 18:44:00,2025-06-14 18:49:00,2025-06-14 21:44:00,2025-06-14 21:49:00,On-Time,2165,5
FL-000305,SV-376,RUH,JFK,AC-032,2024-03-28 23:45:00,2024-03-28 23:57:00,2024-03-29 05:13:00,2024-03-29 05:25:00,On-Time,3938,12
FL-000306,SV-915,DMM,JFK,AC-026,2025-03-29 06:46:00,2025-03-29 06:56:00,2025-03-29 14:43:00,2025-03-29 14:53:00,On-Time,5725,10
FL-000307,SV-603,LHR,CDG,AC-048,2024-09-16 09:27:00,2024-09-16 10:53:00,2024-09-16 12:06:00,2024-09-16 13:32:00,Delayed,1915,86
FL-000308,SV-995,IST,DMM,AC-036,2024-03-22 10:58:00,2024-03-22 11:12:00,2024-03-22 14:29:00,2024-03-22 14:43:00,On-Time,2534,14
FL-000309,SV-491,RUH,DXB,AC-038,2025-01-09 12:44:00,2025-01-09 13:29:00,2025-01-09 17:32:00,2025-01-09 18:17:00,Delayed,3457,45
FL-000310,SV-234,CDG,JED,AC-048,2025-11-16 16:06:00,2025-11-16 16:07:00,2025-11-16 23:48:00,2025-11-16 23:49:00,On-Time,5545,1
FL-000311,SV-294,IST,JED,AC-029,2024-11-25 02:15:00,2024-11-25 02:53:00,2024-11-25 05:06:00,2024-11-25 05:44:00,Delayed,2060,38
FL-000312,SV-500,LHR,JFK,AC-025,2025-07-17 22:29:00,2025-07-17 22:35:00,2025-07-18 02:04:00,2025-07-18 02:10:00,On-Time,2589,6
FL-000313,SV-739,DMM,IST,AC-008,2024-06-21 20:21:00,2024-06-21 20:23:00,2024-06-22 05:55:00,2024-06-22 05:57:00,On-Time,6896,2
FL-000314,SV-132,JED,JFK,AC-033,2025-11-27 11:48:00,2025-11-27 12:02:00,2025-11-27 17:16:00,2025-11-27 17:30:00,On-Time,3946,14
FL-000315,SV-787,LHR,JED,AC-039,2025-01-06 18:57:00,2025-01-06 19:17:00,2025-01-07 02:40:00,2025-01-07 03:00:00,Delayed,5564,20
FL-000316,SV-559,LHR,RUH,AC-018,2025-07-03 08:25:00,2025-07-03 09:35:00,2025-07-03 16:15:00,2025-07-03 17:25:00,Delayed,5645,70
FL-000317,SV-982,CDG,LHR,AC-042,2024-07-31 10:36:00,2024-07-31 10:50:00,2024-07-31 12:33:00,2024-07-31 12:47:00,On-Time,1415,14
FL-000318,SV-569,DMM,CDG,AC-034,2025-02-11 06:37:00,2025-02-11 07:20:00,2025-02-11 11:24:00,2025-02-11 12:07:00,Delayed,3455,43
FL-000319,SV-474,DMM,CDG,AC-007,2024-06-14 16:51:00,2024-06-14 17:10:00,2024-06-15 01:22:00,2024-06-15 01:41:00,Delayed,6136,19
FL-000320,SV-121,IST,JFK,AC-001,2025-07-31 18:00:00,2025-07-31 18:12:00,2025-08-01 02:04:00,2025-08-01 02:16:00,On-Time,5814,12
FL-000321,SV-849,CDG,DXB,AC-037,2024-01-23 16:29:00,2024-01-23 16:35:00,2024-01-24 02:08:00,2024-01-24 02:14:00,On-Time,6949,6
FL-000322,SV-769,RUH,IST,AC-031,2024-07-23 00:32:00,2024-07-23 00:32:00,2024-07-23 05:21:00,2024-07-23 05:15:00,On-Time,3472,0
FL-000323,SV-137,RUH,LHR,AC-004,2025-02-09 22:19:00,2025-02-09 22:31:00,2025-02-10 02:40:00,2025-02-10 02:52:00,On-Time,3133,12
FL-000324,SV-329,DMM,JFK,AC-033,2025-10-25 06:12:00,2025-10-25 06:12:00,2025-10-25 10:12:00,2025-10-25 10:06:00,On-Time,2883,0
FL-000325,SV-464,IST,CDG,AC-032,2024-10-11 08:21:00,2024-10-11 08:33:00,2024-10-11 12:52:00,2024-10-11 13:04:00,On-Time,3257,12
FL-000326,SV-662,LHR,RUH,AC-002,2025-01-11 10:46:00,2025-01-11 10:46:00,2025-01-11 17:22:00,2025-01-11 17:22:00,On-Time,4759,0
FL-000327,SV-537,IST,DXB,AC-043,2025-04-11 15:33:00,2025-04-11 15:35:00,2025-04-11 22:06:00,2025-04-11 22:08:00,On-Time,4722,2
FL-000328,SV-875,CDG,DMM,AC-035,2025-02-28 10:27:00,2025-02-28 10:41:00,2025-02-28 14:14:00,2025-02-28 14:28:00,On-Time,2733,14
