Delay_ID,Flight_ID,Delay_Reason,Delay_Minutes
DEL-000617,FL-002658,Late Aircraft Arrival,36
DEL-000618,FL-002662,Maintenance,29
DEL-000619,FL-002666,Late Aircraft Arrival,84
DEL-000620,FL-002669,Maintenance,71
DEL-000621,FL-002672,Air Traffic Control,21
DEL-000622,FL-002679,Maintenance,88
DEL-000623,FL-002680,Air Traffic Control,18
DEL-000624,FL-002690,Maintenance,105
DEL-000625,FL-002691,Weather,114
DEL-000626,FL-002692,Air Traffic Control,55
DEL-000627,FL-002693,Weather,106
DEL-000628,FL-002694,Maintenance,21
DEL-000629,FL-002696,Weather,40
DEL-000630,FL-002700,Air Traffic Control,36
DEL-000631,FL-002707,Maintenance,69
DEL-000632,FL-002709,Weather,76
DEL-000633,FL-002710,Late Aircraft Arrival,22
DEL-000634,FL-002712,Air Traffic Control,19
DEL-000635,FL-002720,Weather,55
DEL-000636,FL-002721,Weather,65
DEL-000637,FL-002729,Maintenance,40
DEL-000638,FL-002732,Late Aircraft Arrival,160
DEL-000639,FL-002735,Air Traffic Control,64
DEL-000640,FL-002736,Late Aircraft Arrival,96
DEL-000641,FL-002737,Weather,44
DEL-000642,FL-002739,Air Traffic Control,45
DEL-000643,FL-002745,Weather,25
DEL-000644,FL-002746,Air Traffic Control,20
DEL-000645,FL-002749,Maintenance,56
DEL-000646,FL-002757,Weather,100
DEL-000647,FL-002760,Maintenance,106
DEL-000648,FL-002762,Maintenance,57
DEL-000649,FL-002763,Weather,34
DEL-000650,FL-002775,Air Traffic Control,201
DEL-000651,FL-002777,Air Traffic Control,28
DEL-000652,FL-002786,Air Traffic Control,18
DEL-000653,FL-002790,Late Aircraft Arrival,23
DEL-000654,FL-002791,Late Aircraft Arrival,41
DEL-000655,FL-002794,Late Aircraft Arrival,50
DEL-000656,FL-002796,Late Aircraft Arrival,23
DEL-000657,FL-002801,Air Traffic Control,55
DEL-000658,FL-002807,Weather,68
DEL-000659,FL-002818,Weather,36
DEL-000660,FL-002819,Air Traffic Control,175
DEL-000661,FL-002822,Maintenance,32
DEL-000662,FL-002826,Air Traffic Control,145
DEL-000663,FL-002828,Weather,18
DEL-000664,FL-002832,Security,22
DEL-000665,FL-002833,Maintenance,110
DEL-000666,FL-002835,Late Aircraft Arrival,39
DEL-000667,FL-002836,Maintenance,60
DEL-000668,FL-002837,Maintenance,20
DEL-000669,FL-002843,Weather,51
DEL-000670,FL-002845,Air Traffic Control,36
DEL-000671,FL-002847,Weather,74
DEL-000672,FL-002848,Late Aircraft Arrival,42
DEL-000673,FL-002855,Late Aircraft Arrival,27
DEL-000674,FL-002861,Maintenance,93
DEL-000675,FL-002863,Late Aircraft Arrival,138
DEL-000676,FL-002868,Air Traffic Control,31
DEL-000677,FL-002872,Weather,83
DEL-000678,FL-002874,Maintenance,18
DEL-000679,FL-002877,Weather,59
DEL-000680,FL-002882,Weather,38
DEL-000681,FL-002885,Air Traffic Control,95
DEL-000682,FL-002896,Air Traffic Control,102
DEL-000683,FL-002901,Air Traffic Control,23
DEL-000684,FL-002905,Late Aircraft Arrival,77
DEL-000685,FL-002907,Late Aircraft Arrival,25
DEL-000686,FL-002921,Late Aircraft Arrival,21
DEL-000687,FL-002923,Security,25
DEL-000688,FL-002925,Weather,31
DEL-000689,FL-002927,Maintenance,15
DEL-000690,FL-002932,Weather,65
DEL-000691,FL-002934,Late Aircraft Arrival,108
DEL-000692,FL-002948,Late Aircraft Arrival,62
DEL-000693,FL-002951,Maintenance,49
DEL-000694,FL-002953,Weather,29
DEL-000695,FL-002957,Maintenance,25
DEL-000696,FL-002958,Air Traffic Control,143
DEL-000697,FL-002959,Late Aircraft Arrival,43
DEL-000698,FL-002964,Maintenance,29
DEL-000699,FL-002973,Weather,18
DEL-000700,FL-002979,Air Traffic Control,57
DEL-000701,FL-002986,Late Aircraft Arrival,25
DEL-000702,FL-002987,Maintenance,64
DEL-000703,FL-002990,Weather,50
DEL-000704,FL-002998,Late Aircraft Arrival,38
DEL-000705,FL-003004,Air Traffic Control,55
DEL-000706,FL-003005,Late Aircraft Arrival,116
DEL-000707,FL-003006,Late Aircraft Arrival,80
DEL-000708,FL-003007,Late Aircraft Arrival,89
DEL-000709,FL-003012,Maintenance,59
DEL-000710,FL-003013,Air Traffic Control,77
DEL-000711,FL-003015,Maintenance,20
DEL-000712,FL-003025,Late Aircraft Arrival,169
DEL-000713,FL-003032,Late Aircraft Arrival,24
DEL-000714,FL-003037,Maintenance,75
DEL-000715,FL-003040,Air Traffic Control,59
DEL-000716,FL-003042,Weather,166
DEL-000717,FL-003048,Maintenance,34
DEL-000718,FL-003049,Maintenance,24
DEL-000719,FL-003054,Air Traffic Control,40
DEL-000720,FL-003057,Weather,42
DEL-000721,FL-003064,Weather,15
DEL-000722,FL-003067,Security,42
DEL-000723,FL-003068,Late Aircraft Arrival,31
DEL-000724,FL-003072,Maintenance,31
DEL-000725,FL-003076,Weather,31
DEL-000726,FL-003081,Late Aircraft Arrival,38
DEL-000727,FL-003082,Maintenance,20
DEL-000728,FL-003084,Late Aircraft Arrival,89
DEL-000729,FL-003087,Maintenance,80
DEL-000730,FL-003090,Weather,24
DEL-000731,FL-003094,Maintenance,76
DEL-000732,FL-003096,Late Aircraft Arrival,56
DEL-000733,FL-003107,Maintenance,34
DEL-000734,FL-003111,Late Aircraft Arrival,32
DEL-000735,FL-003113,Air Traffic Control,108
DEL-000736,FL-003117,Air Traffic Control,144
DEL-000737,FL-003127,Air Traffic Control,22
DEL-000738,FL-003142,Maintenance,44
DEL-000739,FL-003143,Weather,24
DEL-000740,FL-003145,Late Aircraft Arrival,19
DEL-000741,FL-003150,Late Aircraft Arrival,21
DEL-000742,FL-003171,Weather,43
DEL-000743,FL-003172,Air Traffic Control,34
DEL-000744,FL-003173,Weather,16
DEL-000745,FL-003181,Late Aircraft Arrival,72
DEL-000746,FL-003183,Weather,76
DEL-000747,FL-003185,Air Traffic Control,75
DEL-000748,FL-003193,Weather,31
DEL-000749,FL-003195,Maintenance,86
DEL-000750,FL-003197,Security,33
DEL-000751,FL-003199,Air Traffic Control,47
DEL-000752,FL-003201,Air Traffic Control,42
DEL-000753,FL-003204,Air Traffic Control,30
DEL-000754,FL-003207,Air Traffic Control,16
DEL-000755,FL-003209,Air Traffic Control,41
DEL-000756,FL-003210,Maintenance,15
DEL-000757,FL-003214,Late Aircraft Arrival,17
DEL-000758,FL-003219,Air Traffic Control,38
DEL-000759,FL-003224,Air Traffic Control,29
DEL-000760,FL-003228,Weather,32
DEL-000761,FL-003229,Maintenance,28
DEL-000762,FL-003242,Air Traffic Control,48
DEL-000763,FL-003243,Weather,83
DEL-000764,FL-003246,Air Traffic Control,27
DEL-000765,FL-003248,Air Traffic Control,83
DEL-000766,FL-003251,Weather,59
DEL-000767,FL-003252,Weather,68
DEL-000768,FL-003256,Weather,77
DEL-000769,FL-003261,Weather,135
DEL-000770,FL-003264,Maintenance,67
DEL-000771,FL-003269,Late Aircraft Arrival,73
DEL-000772,FL-003270,Late Aircraft Arrival,61
DEL-000773,FL-003274,Maintenance,94
DEL-000774,FL-003276,Weather,17
DEL-000775,FL-003279,Air Traffic Control,39
DEL-000776,FL-003280,Weather,38
DEL-000777,FL-003297,Air Traffic Control,60
DEL-000778,FL-003299,Late Aircraft Arrival,25
DEL-000779,FL-003304,Air Traffic Control,21
DEL-000780,FL-003308,Weather,27
DEL-000781,FL-003312,Maintenance,29
DEL-000782,FL-003313,Air Traffic Control,16
DEL-000783,FL-003315,Weather,195
DEL-000784,FL-003319,Air Traffic Control,46
DEL-000785,FL-003322,Weather,24
DEL-000786,FL-003324,Late Aircraft Arrival,92
DEL-000787,FL-003325,Air Traffic Control,50
DEL-000788,FL-003327,Weather,120
DEL-000789,FL-003336,Air Traffic Control,40
DEL-000790,FL-003341,Weather,25
DEL-000791,FL-003343,Air Traffic Control,84
DEL-000792,FL-003347,Weather,30
DEL-000793,FL-003351,Late Aircraft Arrival,58
DEL-000794,FL-003352,Late Aircraft Arrival,19
DEL-000795,FL-003357,Late Aircraft Arrival,35
DEL-000796,FL-003358,Maintenance,32
DEL-000797,FL-003360,Air Traffic Control,23
DEL-000798,FL-003361,Air Traffic Control,72
DEL-000799,FL-003365,Maintenance,16
DEL-000800,FL-003369,Late Aircraft Arrival,31
DEL-000801,FL-003370,Weather,29
DEL-000802,FL-003376,Air Traffic Control,56
DEL-000803,FL-003385,Weather,150
DEL-000804,FL-003388,Air Traffic Control,26
DEL-000805,FL-003396,Weather,42
DEL-000806,FL-003399,Security,30
DEL-000807,FL-003410,Air Traffic Control,177
DEL-000808,FL-003415,Weather,18
DEL-000809,FL-003416,Air Traffic Control,51
DEL-000810,FL-003426,Air Traffic Control,16
DEL-000811,FL-003427,Air Traffic Control,145
DEL-000812,FL-003435,Maintenance,31
DEL-000813,FL-003441,Weather,62
DEL-000814,FL-003446,Late Aircraft Arrival,106
DEL-000815,FL-003447,Air Traffic Control,39
DEL-000816,FL-003448,Weather,75
DEL-000817,FL-003450,Air Traffic Control,26
DEL-000818,FL-003456,Weather,33
DEL-000819,FL-003457,Late Aircraft Arrival,75
DEL-000820,FL-003468,Maintenance,140
DEL-000821,FL-003469,Security,26
DEL-000822,FL-003471,Air Traffic Control,64
DEL-000823,FL-003472,Late Aircraft Arrival,16
DEL-000824,FL-003475,Weather,50
DEL-000825,FL-003486,Maintenance,47
DEL-000826,FL-003488,Air Traffic Control,65
DEL-000827,FL-003490,Weather,143
DEL-000828,FL-003492,Air Traffic Control,129
DEL-000829,FL-003494,Maintenance,73
DEL-000830,FL-003497,Late Aircraft Arrival,22
DEL-000831,FL-003501,Security,75
DEL-000832,FL-003502,Weather,97
DEL-000833,FL-003503,Late Aircraft Arrival,50
DEL-000834,FL-003504,Weather,104
DEL-000835,FL-003512,Late Aircraft Arrival,31
DEL-000836,FL-003519,Late Aircraft Arrival,52
DEL-000837,FL-003529,Weather,41
DEL-000838,FL-003538,Late Aircraft Arrival,99
DEL-000839,FL-003539,Weather,25
DEL-000840,FL-003541,Air Traffic Control,71
DEL-000841,FL-003542,Maintenance,36
DEL-000842,FL-003546,Air Traffic Control,28
DEL-000843,FL-003555,Air Traffic Control,62
DEL-000844,FL-003561,Air Traffic Control,43
DEL-000845,FL-003568,Weather,29
DEL-000846,FL-003572,Weather,58
DEL-000847,FL-003577,Weather,72
DEL-000848,FL-003580,Weather,145
DEL-000849,FL-003583,Security,106
DEL-000850,FL-003585,Weather,18
DEL-000851,FL-003586,Air Traffic Control,60
DEL-000852,FL-003590,Air Traffic Control,158
DEL-000853,FL-003592,Air Traffic Control,165
DEL-000854,FL-003597,Late Aircraft Arrival,39
DEL-000855,FL-003599,Weather,43
DEL-000856,FL-003604,Late Aircraft Arrival,15
DEL-000857,FL-003607,Air Traffic Control,60
DEL-000858,FL-003613,Security,15
DEL-000859,FL-003614,Air Traffic Control,53
DEL-000860,FL-003616,Security,25
DEL-000861,FL-003621,Security,115
DEL-000862,FL-003632,Maintenance,86
DEL-000863,FL-003637,Weather,62
DEL-000864,FL-003638,Maintenance,15
DEL-000865,FL-003639,Air Traffic Control,100
DEL-000866,FL-003644,Weather,99
DEL-000867,FL-003648,Security,183
DEL-000868,FL-003651,Late Aircraft Arrival,44
DEL-000869,FL-003660,Weather,17
DEL-000870,FL-003663,Late Aircraft Arrival,58
DEL-000871,FL-003676,Maintenance,53
DEL-000872,FL-003678,Maintenance,125
DEL-000873,FL-003681,Late Aircraft Arrival,29
DEL-000874,FL-003682,Air Traffic Control,49
DEL-000875,FL-003692,Security,31
DEL-000876,FL-003699,Air Traffic Control,21
DEL-000877,FL-003712,Weather,188
DEL-000878,FL-003713,Weather,21
DEL-000879,FL-003714,Weather,114
DEL-000880,FL-003715,Late Aircraft Arrival,102
DEL-000881,FL-003719,Maintenance,54
DEL-000882,FL-003726,Late Aircraft Arrival,40
DEL-000883,FL-003728,Maintenance,50
DEL-000884,FL-003731,Air Traffic Control,17
DEL-000885,FL-003732,Weather,28
DEL-000886,FL-003734,Maintenance,50
DEL-000887,FL-003735,Air Traffic Control,61
DEL-000888,FL-003743,Late Aircraft Arrival,67
DEL-000889,FL-003751,Weather,66
DEL-000890,FL-003759,Weather,28
DEL-000891,FL-003768,Air Traffic Control,49
DEL-000892,FL-003772,Maintenance,21
DEL-000893,FL-003774,Late Aircraft Arrival,42
DEL-000894,FL-003777,Weather,66
DEL-000895,FL-003780,Weather,23
DEL-000896,FL-003781,Air Traffic Control,61
DEL-000897,FL-003788,Maintenance,150
DEL-000898,FL-003796,Air Traffic Control,21
DEL-000899,FL-003798,Air Traffic Control,87
DEL-000900,FL-003805,Weather,57
DEL-000901,FL-003811,Air Traffic Control,130
DEL-000902,FL-003816,Weather,19
DEL-000903,FL-003817,Late Aircraft Arrival,134
DEL-000904,FL-003819,Late Aircraft Arrival,91
DEL-000905,FL-003830,Late Aircraft Arrival,80
DEL-000906,FL-003835,Late Aircraft Arrival,52
DEL-000907,FL-003838,Air Traffic Control,68
DEL-000908,FL-003839,Weather,91
DEL-000909,FL-003843,Maintenance,79
DEL-000910,FL-003854,Air Traffic Control,57
DEL-000911,FL-003855,Air Traffic Control,54
DEL-000912,FL-003857,Maintenance,133
DEL-000913,FL-003859,Air Traffic Control,16
DEL-000914,FL-003870,Weather,36
DEL-000915,FL-003872,Air Traffic Control,39
DEL-000916,FL-003887,Late Aircraft Arrival,21
DEL-000917,FL-003893,Weather,127
DEL-000918,FL-003895,Weather,18
DEL-000919,FL-003898,Late Aircraft Arrival,80
DEL-000920,FL-003902,Air Traffic Control,110
DEL-000921,FL-003910,Weather,16
DEL-000922,FL-003913,Weather,19
DEL-000923,FL-003917,Maintenance,16
DEL-000924,FL-003918,Late Aircraft Arrival,18
DEL-000925,FL-003920,Air Traffic Control,61
DEL-000926,FL-003922,Maintenance,64
DEL-000927,FL-003931,Air Traffic Control,54
DEL-000928,FL-003936,Air Traffic Control,32
DEL-000929,FL-003941,Maintenance,42
DEL-000930,FL-003948,Maintenance,38
DEL-000931,FL-003950,Late Aircraft Arrival,34
DEL-000932,FL-003968,Late Aircraft Arrival,60
DEL-000933,FL-003969,Weather,52
DEL-000934,FL-003970,Air Traffic Control,66
DEL-000935,FL-003972,Late Aircraft Arrival,54
DEL-000936,FL-003976,Air Traffic Control,27
DEL-000937,FL-003992,Security,39
DEL-000938,FL-003998,Air Traffic Control,52
DEL-000939,FL-004003,Maintenance,95
DEL-000940,FL-004005,Weather,79
DEL-000941,FL-004017,Weather,113
DEL-000942,FL-004019,Air Traffic Control,48
DEL-000943,FL-004024,Air Traffic Control,63
DEL-000944,FL-004029,Maintenance,35
DEL-000945,FL-004031,Late Aircraft Arrival,44
DEL-000946,FL-004035,Maintenance,56
DEL-000947,FL-004036,Late Aircraft Arrival,20
DEL-000948,FL-004039,Late Aircraft Arrival,24
DEL-000949,FL-004041,Maintenance,26
DEL-000950,FL-004042,Maintenance,23
DEL-000951,FL-004046,Maintenance,101
DEL-000952,FL-004049,Air Traffic Control,33
DEL-000953,FL-004062,Air Traffic Control,17
DEL-000954,FL-004065,Late Aircraft Arrival,88
DEL-000955,FL-004066,Weather,16
DEL-000956,FL-004076,Maintenance,61
DEL-000957,FL-004077,Air Traffic Control,24
DEL-000958,FL-004083,Weather,148
DEL-000959,FL-004088,Air Traffic Control,329
DEL-000960,FL-004091,Weather,41
DEL-000961,FL-004093,Weather,62
DEL-000962,FL-004096,Late Aircraft Arrival,29
DEL-000963,FL-004097,Maintenance,15
DEL-000964,FL-004100,Late Aircraft Arrival,22
DEL-000965,FL-004112,Security,38
DEL-000966,FL-004118,Late Aircraft Arrival,35
DEL-000967,FL-004120,Weather,146
DEL-000968,FL-004131,Weather,18
DEL-000969,FL-004144,Security,97
DEL-000970,FL-004147,Air Traffic Control,108
DEL-000971,FL-004149,Late Aircraft Arrival,83
DEL-000972,FL-004154,Maintenance,16
DEL-000973,FL-004157,Maintenance,16
DEL-000974,FL-004159,Maintenance,60
DEL-000975,FL-004176,Air Traffic Control,45
DEL-000976,FL-004178,Late Aircraft Arrival,40
DEL-000977,FL-004182,Air Traffic Control,20
DEL-000978,FL-004188,Weather,26
DEL-000979,FL-004191,Late Aircraft Arrival,41
DEL-000980,FL-004200,Air Traffic Control,70
DEL-000981,FL-004201,Weather,17
DEL-000982,FL-004204,Air Traffic Control,102
DEL-000983,FL-004208,Security,70
DEL-000984,FL-004210,Maintenance,39
DEL-000985,FL-004214,Air Traffic Control,214
DEL-000986,FL-004215,Air Traffic Control,38
DEL-000987,FL-004219,Weather,29
DEL-000988,FL-004220,Maintenance,46
DEL-000989,FL-004224,Late Aircraft Arrival,44
DEL-000990,FL-004226,Air Traffic Control,29
DEL-000991,FL-004227,Security,35
DEL-000992,FL-004230,Late Aircraft Arrival,24
DEL-000993,FL-004241,Air Traffic Control,31
DEL-000994,FL-004242,Air Traffic Control,48
DEL-000995,FL-004244,Air Traffic Control,20
DEL-000996,FL-004247,Maintenance,92
DEL-000997,FL-004251,Air Traffic Control,70
DEL-000998,FL-004252,Air Traffic Control,15
DEL-000999,FL-004254,Late Aircraft Arrival,37
DEL-001000,FL-004259,Late Aircraft Arrival,52
DEL-001001,FL-004261,Weather,42
DEL-001002,FL-004265,Air Traffic Control,39
DEL-001003,FL-004269,Weather,29
DEL-001004,FL-004271,Air Traffic Control,80
DEL-001005,FL-004274,Late Aircraft Arrival,65
DEL-001006,FL-004275,Late Aircraft Arrival,124
DEL-001007,FL-004279,Late Aircraft Arrival,122
DEL-001008,FL-004287,Air Traffic Control,39
DEL-001009,FL-004289,Late Aircraft Arrival,38
DEL-001010,FL-004294,Air Traffic Control,17
DEL-001011,FL-004304,Air Traffic Control,30
DEL-001012,FL-004305,Maintenance,31
DEL-001013,FL-004308,Air Traffic Control,124
DEL-001014,FL-004310,Maintenance,45
DEL-001015,FL-004315,Air Traffic Control,26
DEL-001016,FL-004319,Weather,44
DEL-001017,FL-004320,Maintenance,37
DEL-001018,FL-004321,Late Aircraft Arrival,82
DEL-001019,FL-004325,Maintenance,23
DEL-001020,FL-004329,Maintenance,22
DEL-001021,FL-004331,Air Traffic Control,169
DEL-001022,FL-004340,Maintenance,36
DEL-001023,FL-004342,Weather,16
DEL-001024,FL-004344,Weather,85
DEL-001025,FL-004349,Security,30
DEL-001026,FL-004352,Air Traffic Control,15
DEL-001027,FL-004353,Air Traffic Control,43
DEL-001028,FL-004359,Weather,85
DEL-001029,FL-004361,Air Traffic Control,127
DEL-001030,FL-004365,Air Traffic Control,51
DEL-001031,FL-004374,Weather,21
DEL-001032,FL-004376,Weather,70
DEL-001033,FL-004377,Maintenance,134
DEL-001034,FL-004379,Maintenance,75
DEL-001035,FL-004381,Late Aircraft Arrival,32
DEL-001036,FL-004386,Late Aircraft Arrival,125
DEL-001037,FL-004392,Security,37
DEL-001038,FL-004395,Air Traffic Control,78
DEL-001039,FL-004397,Weather,33
DEL-001040,FL-004401,Air Traffic Control,95
DEL-001041,FL-004417,Late Aircraft Arrival,39
DEL-001042,FL-004418,Maintenance,24
DEL-001043,FL-004420,Maintenance,21
DEL-001044,FL-004421,Maintenance,42
DEL-001045,FL-004423,Air Traffic Control,50
DEL-001046,FL-004426,Weather,43
DEL-001047,FL-004427,Maintenance,56
DEL-001048,FL-004441,Air Traffic Control,41
DEL-001049,FL-004444,Maintenance,58
DEL-001050,FL-004445,Weather,74
DEL-001051,FL-004450,Maintenance,35
DEL-001052,FL-004455,Maintenance,33
DEL-001053,FL-004457,Late Aircraft Arrival,30
DEL-001054,FL-004458,Air Traffic Control,71
DEL-001055,FL-004459,Weather,79
DEL-001056,FL-004475,Security,24
DEL-001057,FL-004477,Maintenance,66
DEL-001058,FL-004481,Late Aircraft Arrival,74
DEL-001059,FL-004483,Weather,147
DEL-001060,FL-004485,Air Traffic Control,86
DEL-001061,FL-004488,Weather,115
DEL-001062,FL-004492,Air Traffic Control,133
DEL-001063,FL-004497,Late Aircraft Arrival,18
DEL-001064,FL-004498,Air Traffic Control,16
DEL-001065,FL-004517,Air Traffic Control,19
DEL-001066,FL-004518,Air Traffic Control,45
DEL-001067,FL-004520,Maintenance,44
DEL-001068,FL-004527,Maintenance,29
DEL-001069,FL-004536,Air Traffic Control,16
DEL-001070,FL-004543,Air Traffic Control,15
DEL-001071,FL-004551,Weather,62
DEL-001072,FL-004553,Security,23
DEL-001073,FL-004555,Maintenance,54
DEL-001074,FL-004558,Security,46
DEL-001075,FL-004565,Weather,37
DEL-001076,FL-004567,Air Traffic Control,62
DEL-001077,FL-004572,Air Traffic Control,18
DEL-001078,FL-004576,Late Aircraft Arrival,25
DEL-001079,FL-004578,Weather,23
DEL-001080,FL-004586,Late Aircraft Arrival,24
DEL-001081,FL-004588,Air Traffic Control,85
DEL-001082,FL-004589,Security,46
DEL-001083,FL-004591,Air Traffic Control,22
DEL-001084,FL-004596,Maintenance,72
DEL-001085,FL-004605,Late Aircraft Arrival,83
DEL-001086,FL-004614,Weather,81
DEL-001087,FL-004617,Weather,31
DEL-001088,FL-004620,Air Traffic Control,16
DEL-001089,FL-004626,Maintenance,87
DEL-001090,FL-004627,Late Aircraft Arrival,35
DEL-001091,FL-004643,Maintenance,33
DEL-001092,FL-004648,Air Traffic Control,15
DEL-001093,FL-004656,Air Traffic Control,21
DEL-001094,FL-004660,Weather,73
DEL-001095,FL-004662,Security,62
DEL-001096,FL-004664,Late Aircraft Arrival,88
DEL-001097,FL-004668,Maintenance,23
DEL-001098,FL-004685,Weather,20
DEL-001099,FL-004687,Weather,26
DEL-001100,FL-004692,Air Traffic Control,70
DEL-001101,FL-004696,Maintenance,44
DEL-001102,FL-004706,Maintenance,52
DEL-001103,FL-004711,Weather,215
DEL-001104,FL-004715,Air Traffic Control,30
DEL-001105,FL-004724,Weather,50
DEL-001106,FL-004729,Weather,16
DEL-001107,FL-004733,Weather,62
DEL-001108,FL-004735,Late Aircraft Arrival,79
DEL-001109,FL-004747,Maintenance,176
